textID,text,sentiment,processed
984c53d87d," You`re welcome, of course!",positive,your welcom of cours
d25a8b5b1d,  May the 4th be with you too,positive,may the 4th be with you too
2db64de360,wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,positive,wow you leav facebook alon for the weekend and get 60 new notif whew
f1f286e4b9,ugh im crying again  writing a rant about it on tumblr.,negative,ugh im cri again write a rant about it on tumblr
ae01b6389d, Not even better than Kapsel cha  Dy nulis notes? Spertinya gw ga ditag cuz g ada notificationnya... Huhu.,negative,not even better than kapsel cha dy nuli note spertinya gw ga ditag cuz g ada notificationnya huhu
8a3e49fe3f,  its like that with the goo goo dolls for me. Then I heard 'iris' and absolutely loved it,positive,it like that with the goo goo doll for me then i heard iri and absolut love it
78944eda15,Getting ready to go study outside while having some fun in such a nice sunny day.,positive,get readi to go studi outsid while have some fun in such a nice sunni day
fe95e39fdc,"So has anyone had that yucky new throwback pepsi and mountain dew yet? If they plan on keeping it around, I will not be drinking it!",negative,so ha anyon had that yucki new throwback pepsi and mountain dew yet if they plan on keep it around i will not be drink it
c999fc1166,Ashley= getting sick... Ugh I`m losing my voice! Nooo,negative,ashley get sick ugh im lose my voic nooo
5189c47d63,I dont like the dentist...they make my gums hurt,negative,i dont like the dentist they make my gum hurt
ca4b9c7919,woke up from napping  finally got the sleep i needed,positive,woke up from nap final got the sleep i need
6dfdb079b6,Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection,negative,ugh fricken internet is down can do like 0 work without it i want back in colleg just for the connect
3c4450a88d,Heading south on I-95.  Jacked mess around SR 234,neutral,head south on i95 jack mess around sr 234
7b1cba35d6, i wud do but im at work   srry ****,neutral,i wud do but im at work srri
7b14195270,I just got my leavers do dress!!!!,neutral,i just got my leaver do dress
b00a8dae14, i feel that!! esp when you know u aint done the wrong  <3 U!,positive,i feel that esp when you know u aint done the wrong 3 u
577b7b7901," Im home, phone died thou",negative,im home phone die thou
289c30c52f,Can`t believe i`m spending my lunch break inside @ my desk,positive,cant believ im spend my lunch break insid my desk
810ec6583b, are you having any problems sending images from Twitterberry  mine just doesn`t want to work ! ****,negative,are you have ani problem send imag from twitterberri mine just doesnt want to work
3c0e24b99e,"My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral,my new design portfolio is final onlin still need some tweak on the detail but it ok for now
1bec50dd54,"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",positive,i dont mind whistler if they are actual whistl a tune but those who just whistl noth drive me crazi
b58106c8bd,This world makes me sad,negative,thi world make me sad
82b06ce64c, sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,positive,sure ill follow you hun ohh thank you are you a subscrib on my youtub
c584919516, I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he`ll bounce back.,positive,i think that plu everyon want to see if the dtrain could keep it go obvious not hope hell bounc back
c58dce817e," mmm, athletic!!",neutral,mmm athlet
02aacdcb65,Missing Everyone,negative,miss everyon
ac7b11c254,Playing Monopoly Jr. with the lil one.. Cheating isn`t as much fun when the other person has absolutely no idea,neutral,play monopoli jr with the lil one cheat isnt a much fun when the other person ha absolut no idea
17d5232511,im gonna fail this test miserably in history,negative,im gonna fail thi test miser in histori
ebc61dfde4,never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),positive,never expect to hear beasti boy in a star trek movi wa a super great flick though pew peww phaser
5af1620dfb, THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up,negative,thi websit gave me a viru when i open it more window kept pop up
a60aef7c1b, was being sarcy as usual,negative,wa be sarci a usual
bc3b235742,I skip school way too often  I`m rather proud actually.,positive,i skip school way too often im rather proud actual
e8d6e59aed," lol liking your style Alice tell him you`ve got standards to maintain lol, it`s national Cork girls go wild in london week",positive,lol like your style alic tell him youv got standard to maintain lol it nation cork girl go wild in london week
d83a9addd3, Why do you guys use camera angles that make it look like there are only 200 people in the building?,neutral,whi do you guy use camera angl that make it look like there are onli 200 peopl in the build
a72a0324aa,I lOve this day  No school --> studyin` quietly,positive,i love thi day no school studyin quietli
d4d8573ccf,I got paint in my hair,neutral,i got paint in my hair
46046a95ac,  Hello there hope your over your flu now,positive,hello there hope your over your flu now
85a1bc359b,"Home. Should be in the bed, but I`m just super duper excited about tomorrow.",positive,home should be in the bed but im just super duper excit about tomorrow
2539862087,haciendo mi primer app con Thin + Rack + some crazy stuff...,positive,haciendo mi primer app con thin rack some crazi stuff
6633333a4e,but now my feet really hurt...,negative,but now my foot realli hurt
4d50cb6a38,"sooooo, i just dropped my phone.  don`t text or tweet me, i`m currently banging my face against a spike covered poison ivy infested wall.",negative,sooooo i just drop my phone dont text or tweet me im current bang my face against a spike cover poison ivi infest wall
31c29a0cd3,nobody loves me on twitter,negative,nobodi love me on twitter
a5b07eff7a,@_finn_ Except I dropped him on my break and now he`s got a ding in his side.  At least it wasn`t the screen.,neutral,except i drop him on my break and now he got a ding in hi side at least it wasnt the screen
33a7b1e26b,"enough for today, good night all",positive,enough for today good night all
07bdcb63db,spent all morning watching Eddie Izzard`s Glorious! SO funny... realli shud hav studied thou...,positive,spent all morn watch eddi izzard gloriou so funni realli shud hav studi thou
483c22f7ea," Lmao, when I was camping, the water in the shower was well water and just smelt nasty",negative,lmao when i wa camp the water in the shower wa well water and just smelt nasti
cb85a84b31, switch to something else then,neutral,switch to someth els then
0144e85a19,just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta,positive,just got back from mcfli concert ahh it wa so amaz and i am now in love with david archuleta
6b9a05f26a,getttin ready.,neutral,getttin readi
f14f087215, i dont think you can vote anymore! i tried,negative,i dont think you can vote anymor i tri
802b60189a,why bother  at celebs? eh? cause it`s almost like talking to them,negative,whi bother at celeb eh caus it almost like talk to them
3a6737e375," DON`T PANIC! Hehe, it will be fine. Email it to me",neutral,dont panic hehe it will be fine email it to me
0f10f0cf94, Iiight thanks.,positive,iiight thank
13e4b7ad5c,Constructivist learning theory - anybody? Oh wait..... there`s always wikipedia right?!,neutral,constructivist learn theori anybodi oh wait there alway wikipedia right
58fc1eeef3,The most epic weekend I`ve had in atleast a year. Night cap with _matthes and . 2 hours of sleep in 3 days! Goodnight,positive,the most epic weekend ive had in atleast a year night cap with matth and 2 hour of sleep in 3 day goodnight
b5a14e7716, yes  lol,neutral,ye lol
b4721d9e0a, But can you breathe OK?,neutral,but can you breath ok
e8c92bbe40," Hey babe follow me,love u on da show",positive,hey babe follow melov u on da show
5e447212d2, I`m inclined to think it`s stupid.,negative,im inclin to think it stupid
8cfba7dce3,Good morning!!!! Yes is 5:57am,neutral,good morn ye is 557am
70f3331efa,There is a baby cardinal fallen out of its nest. I dont want to get attacked by the mom bird but i dont want the dog to get the bird,neutral,there is a babi cardin fallen out of it nest i dont want to get attack by the mom bird but i dont want the dog to get the bird
dfcead7761, I heard from  &  you`re away. I miss you too  Look forward to tweeting with you when you return.,negative,i heard from your away i miss you too look forward to tweet with you when you return
24ab931403,KMF going smoothly so far. Free stuff is always a plus.,positive,kmf go smoothli so far free stuff is alway a plu
6aeadeb717, I was hoping I could just drop them into ~/.vim so both Vim and MacVim could share them,positive,i wa hope i could just drop them into vim so both vim and macvim could share them
077ee7b7ff," Oh no, but that means that you won`t be able to get pwned by my shottie this weekend",neutral,oh no but that mean that you wont be abl to get pwned by my shotti thi weekend
a1fbab13ef," We don`t really offer that service as we`re web/graphic designers and not desktop publishers. So, I thought maybe you could help?",neutral,we dont realli offer that servic a were webgraph design and not desktop publish so i thought mayb you could help
26f88e69dd,SUNNY DAY!  going down to Stonehenge with my parents...,neutral,sunni day go down to stoneheng with my parent
f0be9dbc01,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!,negative,at my rehears gonna miss the game pleas keep me updat go nugget
a349c2dbcd,_west one day the hubs and I WILL take one of those. There`s actually a missions cruise that we want to go on. It has music too.,neutral,west one day the hub and i will take one of those there actual a mission cruis that we want to go on it ha music too
4cbf95b4e2,Happy Mothers Day! allergies are ****. Oh and I hope Miller has a better day too,positive,happi mother day allergi are oh and i hope miller ha a better day too
de6c361eb8, thats a bummer i haven`t got one yet :/ been waiting over a year  grrrrrrrrrrrrrrr,negative,that a bummer i havent got one yet been wait over a year grrrrrrrrrrrrrrr
5a0032ce5a,just because you`re a superstar it doesn`t mean you have to do that !,neutral,just becaus your a superstar it doesnt mean you have to do that
10b2a14840,watching HGTV at 236am lol wtf must love me some home decor,neutral,watch hgtv at 236am lol wtf must love me some home decor
f2d4ffc67f,"In bed eating chocolates after 2 super parties, yay  playing with the new camera - could I be an amazing photographer?",neutral,in bed eat chocol after 2 super parti yay play with the new camera could i be an amaz photograph
5567458202, yeah that will keep my mid section down,neutral,yeah that will keep my mid section down
a490706bc1, For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q,neutral,for me everyth ok except instal crash at the end and now safari crash at everi cmdq
d6be102997, omg i had that book its soo funny,positive,omg i had that book it soo funni
e7c1bc550d, Morning! Are u back in blighty Bill? Hope u had a lovely time away,positive,morn are u back in blighti bill hope u had a love time away
fbaace1664,Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,positive,pass out earli after the river sound amaz to my cozi bed with my cozi dog
1cac1ee0ef,heyy  watching the simpson  with shezza and paula,neutral,heyi watch the simpson with shezza and paula
7fa3e5eb1a, hi Add me.  it`s shannen,neutral,hi add me it shannen
1b28b66cf5, your right. im so jealous i wish i had gangsterrrr pants like your grandma,negative,your right im so jealou i wish i had gangsterrrr pant like your grandma
24939264fe,hey twitter! i`m back online!,neutral,hey twitter im back onlin
0eb504f6ec,"  Lupo`s is a bit far for you methinks, luv. They`re an hour out of my way in Providence. I love Providence.",positive,lupo is a bit far for you methink luv theyr an hour out of my way in provid i love provid
77325a1b7e, Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.,neutral,happen to me the other day wa wear a necklac that made a white spot on my chest
e232412ae5," Never touched a drop, me!",neutral,never touch a drop me
9502f46624,is a college graduate,neutral,is a colleg graduat
f89f5dff7b, ah  Hate it when that happens! The Race to Erase MS is this week. Are you going?,negative,ah hate it when that happen the race to eras m is thi week are you go
50d8ef7214," It was crazy all day today and I have a feeling it`s going to be that way tomorrow, too.  Enjoy your couple of days off though",neutral,it wa crazi all day today and i have a feel it go to be that way tomorrow too enjoy your coupl of day off though
312cd9c009,pretty tired after a nice full day.,positive,pretti tire after a nice full day
0c89ab7ac0,Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,positive,happi star war day im go to make some pasta get shower and dress and then watch some film i like day off i have 3 day off
f733d25c52,_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,positive,suprnatur ok thanx veri much u can send me the answer by privat mail if u like but would be sooo cool wish i wa in birmingham
79b2115dc0,"has gone through about 6 tea bags , call me obbsessed , i say thirsty",neutral,ha gone through about 6 tea bag call me obbsess i say thirsti
3da077e314,_Molecule where is Sackiroth,neutral,molecul where is sackiroth
4a18982475,It`s too perfect outside to be at work,positive,it too perfect outsid to be at work
59f9c4df12,Feeling like **** today. Hopefully a nice relaxing swim will do the trick,neutral,feel like today hope a nice relax swim will do the trick
ddbce5f751,This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?,positive,thi is great i just found out that it star war day may the 4th be with you have you hug your ewok today
63147b35cb," Wah, why are you sad?",neutral,wah whi are you sad
bcf9c1c1ce,Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show,negative,ha been a long day matine and even show will be sad tomorrow last ever welsh colleg show
105d1e102e, thanks  this one will be a hit.  has been a patron since 2001,positive,thank thi one will be a hit ha been a patron sinc 2001
d02b3284fd,*[ It`s time for TSCC!  ],neutral,it time for tscc
6974f1f38b,Back in Athens! Had great time in Budapest,positive,back in athen had great time in budapest
7a11c3cdd5, Whole Earth Festival,neutral,whole earth festiv
5ddd7cb53a,check out this funny movie  http://tinyurl.com/d3qwar,positive,check out thi funni movi d3qwar
f15fb4679e,So lost  on my owm tryinh to find matter in the o2,neutral,so lost on my owm tryinh to find matter in the o2
3292f9bf6a, well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,positive,well u brit have to wait a few more day for it i thought it wa all gonna releas at onc i guess it worth the wait
39e274d8ea,happy mothers dayy,positive,happi mother dayi
e3c06febb9,"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",positive,got ticket to go with dad and hi girlfriend to see eric clapton steve winwood and the arc angel on june 24th toyota center woo
80d44a3aa2,Beautiful morning here in the mountains,positive,beauti morn here in the mountain
c91e758d31,"I just broke a bottle, I should probably focus on work instead of thinking of more songgoeswrongs",neutral,i just broke a bottl i should probabl focu on work instead of think of more songgoeswrong
c4747b8afc," Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren`t there!",neutral,whoa man now that wa a great one i went to heaven for 5 second u know whi lah but pl shhh lol so sorri u werent there
f1db7b8366,My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,neutral,my car is in the car hospit for the nxt 7 day i gotta go pick up a loaner car b4 6 bein without wheel 4 7day will set me back heavi
00b2a5b40a, ouuhh dont cry  i feel so sad right now,negative,ouuhh dont cri i feel so sad right now
9e7b732ee4, I had to find out via twitter,neutral,i had to find out via twitter
4a8e7ae63f,snotty nose  poorly chest! this is not good!,negative,snotti nose poorli chest thi is not good
1f7ec5a572,John john and I just switched the meaning of PIMP to someone who still pwns at halo when they`re wasted  hahahaha Another amazing night,positive,john john and i just switch the mean of pimp to someon who still pwn at halo when theyr wast hahahaha anoth amaz night
4d4c12fca4,http://bit.ly/qiPUU  Jon 4 Lakers Video Blackberry,neutral,qipuu jon 4 laker video blackberri
5127c6cf61, all the photos  niceeeee,positive,all the photo niceeee
137ed77787,G`morning Twitter World   A relaxing family Sunday methinks,positive,gmorn twitter world a relax famili sunday methink
f905fd0b28," i just got mine, but it wouldnt let me call you",neutral,i just got mine but it wouldnt let me call you
f1d8fbce3c, why you never answer me...,negative,whi you never answer me
97571a5925," sunny, I`m a workin` on it. It`s very much in progress! Will let you know when it`s up",neutral,sunni im a workin on it it veri much in progress will let you know when it up
c17769a4e3,http://twitpic.com/4jb0q - And a few more,neutral,4jb0q and a few more
e72a36b3ec,On the bus to NYC   http://yfrog.com/08kaifj,neutral,on the bu to nyc 08kaifj
3563afd497,"  we`re gonna miss you. dont worry, there will be more for sure!",neutral,were gonna miss you dont worri there will be more for sure
b7ca4a54c2,home from work today.....son is sick,negative,home from work today son is sick
c1db1f6f07,_n_booklife I heard about that too... that seems an overreaction...,negative,nbooklif i heard about that too that seem an overreact
c3e2f1111f,a chilled day  party tomorrow.,neutral,a chill day parti tomorrow
46eae5a601, yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..,positive,ye i am and i wa readi to go when i got here ugh and it sooo pretti outsid
8d83e12c64,Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,positive,ryan stile is still the funniest man ever got some great news and some not great news tonight so happi i could burst
231f663202,too bad i`m @ work  ...,negative,too bad im work
568d9404ec, you can explore the site 2 and find cool stuff,positive,you can explor the site 2 and find cool stuff
44e6dbd2ce,Annoyed,negative,annoy
1efdd67d78,_Girl OOC sorry we keep missing each other...,negative,girl ooc sorri we keep miss each other
7c1d73feef, And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,positive,and u are do brilliantli sweeti bless and joy to you
500e5c1f26,Is now back at the school working on the bach.project,neutral,is now back at the school work on the bach project
ecd8a0d763, or least for the firmware upgrade. just buying some time until I get my tax return really,neutral,or least for the firmwar upgrad just buy some time until i get my tax return realli
c937946672,this weekends abouttttto SUCK,negative,thi weekend abouttttto suck
46530670b1, I don`t mind Sam. But I liked Kate more.  I don`t like Chris. He`s smarmy.,negative,i dont mind sam but i like kate more i dont like chri he smarmi
f1c5fd1213, Thanks for the Gifford Lectures page,positive,thank for the gifford lectur page
34efe57af1, BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,positive,btw i still cant believ how awesom the newjabbakidz perform wa u in the mask i scream at my pc
446dbf6d2b,_chapman #whuffaoke is the same night as  at Gillette Stadium!,neutral,chapman whuffaok is the same night a at gillett stadium
e099bb04ab,Madly in love with The Row..wishing i had money,positive,madli in love with the row wish i had money
abec950aeb,Babysitting. Text me and keep me company,neutral,babysit text me and keep me compani
14300fc275, I MISS U CEDDY,negative,i miss u ceddi
586d24d679,Happy Mother`s Day to all the mothers,positive,happi mother day to all the mother
cbe08d0479," I`ve never seen any of the X Men films but they are supposed to be good so I thought, why not?",positive,ive never seen ani of the x men film but they are suppos to be good so i thought whi not
f582af3e26,_w thank you..,positive,w thank you
1a18efed96," I got my copy yesterday, too, although right now I`m digging into Scala, so can`t read it just yet...",negative,i got my copi yesterday too although right now im dig into scala so cant read it just yet
3bade8ec46," Good for you! I don`t think I`ll be joining later. I`m hyper as hell, though. WHEE!",positive,good for you i dont think ill be join later im hyper a hell though whee
b6e75fc4df,just found out my friend`s dad passed away yesterday,negative,just found out my friend dad pass away yesterday
b304cdefd0,"This wraps it up. Well, again a lesson that you shouldn`t take **** photos of yourself when you`re famous. Or maybe you really should!",neutral,thi wrap it up well again a lesson that you shouldnt take photo of yourself when your famou or mayb you realli should
dd14092c53,"twitter,facebook,myspace...no phone still",neutral,twitterfacebookmyspac no phone still
6c348a689e,"Wanted to take a photo of the storm, but misplaced my camera!",neutral,want to take a photo of the storm but misplac my camera
c4bafcf818, Indeed. Have a nice week!,positive,inde have a nice week
cb7359a0d8,im at home....on a friday night.  but it`s all good!,positive,im at home on a friday night but it all good
7a52ea0a8a, You`ve made me look at old pictures of my cats.  I want them to be kitties again,neutral,youv made me look at old pictur of my cat i want them to be kitti again
45ba098ecb," I know! I can barely believe it`s almost over! Thanks for the review, lovely!",positive,i know i can bare believ it almost over thank for the review love
3c320aae1a,Well it`s after 6 and i didn`t get a call back  oh well,neutral,well it after 6 and i didnt get a call back oh well
bb2801f7ae,I don`t know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,positive,i dont know what my mom gave me to clean my macbook with but it is so white now it wa tint grayish blue from my black desk
dbe30a5f44,Just had a horrible experience with a dentist.  Had a crown made that doesn`t fit right and they won`t fix it or give back the money.,negative,just had a horribl experi with a dentist had a crown made that doesnt fit right and they wont fix it or give back the money
361371d376,just got sold out from UP,neutral,just got sold out from up
1c5a4058c4, Don`t count on it,negative,dont count on it
5b6928a1ed,Playing some games before I leave for work   Work til at least 11PM tonight.,neutral,play some game befor i leav for work work til at least 11pm tonight
9680d098c9," great. so you`re saying *I`m* old, being 28 and all??",positive,great so your say im old be 28 and all
746dfd5f5d,"Am good thanks, what`s Miami saying? How come u wrote to me?",positive,am good thank what miami say how come u wrote to me
6e9c42d2b9," can`t.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what`re u doing up???!",neutral,cant wish i wa sleep gotta be at work in le than 4 hour wait whatr u do up
95c7005fec, have fun on flashy fed hill..im sure you`re imported cheeto eating **** will fit in lol,positive,have fun on flashi fed hill im sure your import cheeto eat will fit in lol
f36e253c83,"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",positive,look like rain again oh well it will give me a chanc to work on a new crochet pattern i have in the work
ff61a3e751,"It`s the weekend, its sunny..... and I got another puncture!!!",negative,it the weekend it sunni and i got anoth punctur
c9a027f49f,My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,positive,my 2 favorit thing fuzzbal and swine flu dhpol 7
6b9e7e5701, What are you reading?,neutral,what are you read
30d5da9d70,**** you rhinitis! boohooo my poor nose,negative,you rhiniti boohooo my poor nose
8eb2964d5b,3rd day of pain,neutral,3rd day of pain
da83556bbe," Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?",positive,sweet deal i so want to see that movi methink we may have to do a star trek movi night some time hmm
d7709f9f53, hahahaha omg you win the internetz today!  'Why are you trying to turn me into Zac Efron?' hahaha,positive,hahahaha omg you win the internetz today whi are you tri to turn me into zac efron hahaha
431ac1c6cd,_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,negative,music aah i stop get your updat on my home page saddd im guna refollow you it work with tswift
3eaf344feb,  darn! now we have to go through the WHOLE weekend without em`,negative,darn now we have to go through the whole weekend without em
8cd4ccab2b,is having headache and colds...,negative,is have headach and cold
876d703482,"hungry, but don`t have an appetite",negative,hungri but dont have an appetit
713d77e7f6,This 'Monarchy' is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don`t reconize my country anymore!,negative,thi monarchi is gonna bleed all of u dri we are noth more than slave to the pig in d c i dont recon my countri anymor
5696b71af0,"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",positive,a love weekend away at kit coti now relax and well rest and readi for the week ahead back on nnc in two week
08334a566f,I had 2 hoes .. now I have none,neutral,i had 2 hoe now i have none
485e0a802f,Ok getting the pink stripey one it`s the most subtle I`m a bit bored of the floral print! Ok?,negative,ok get the pink stripey one it the most subtl im a bit bore of the floral print ok
5ee12e9163," HEY, BABEE. ) LOVE YOOOOUUU. >< RP time.",positive,hey babe love yoooouuu rp time
0df38bf47a,"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p",positive,uft im tutor the lil si she so cute even though she an eighth grader p
4e8b4d99c1, wow thats impressive! luckily im not in rush but i feel for friends who aren`t getting any younger but cant move house  tricky,neutral,wow that impress luckili im not in rush but i feel for friend who arent get ani younger but cant move hous tricki
baec66304d,Sitting by myself. Everyone took the good seats.,positive,sit by myself everyon took the good seat
0ddd5ec1e3,_PaulEvans heyyyyy boo,neutral,paulevan heyyyyy boo
89cffcbd41,is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters,positive,is go to drink a mojito and lay down to watch movi with my hubbi goodnight fellow tweeter
706eb3421b, maybe you need to start a 'wholey created by evolution' or 'wholely composed of matter' flickr group,neutral,mayb you need to start a wholey creat by evolut or whole compos of matter flickr group
223329490e," - crazy fun! You make that man be nice!  Sri Lanka is a spiritual place, yes?",positive,crazi fun you make that man be nice sri lanka is a spiritu place ye
21cf36a2fa,Happy Mother`s Day to all Mothers out there,positive,happi mother day to all mother out there
603f1a72c9,"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",neutral,and figur out how to watch middlesbrough game next year after the dread drop
c219d0df6a,is jealous of his family  their all having an amazing breakfast and all i get is rice crispies,neutral,is jealou of hi famili their all have an amaz breakfast and all i get is rice crispi
ba059ac840,"maxin` and relaxin`, almost bed time",neutral,maxin and relaxin almost bed time
96c5bc960b,This is why I got best dressed,positive,thi is whi i got best dress
7dfebebd27,In the university with hungry!!,neutral,in the univers with hungri
2b2e8ff106,kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,neutral,kid out for summer pool ha been taken over no more tan girl haiku yayschoolisout sarcasm
0a1733e2a0, haha that sucks! actually mine is worse. mines ft math  eww,negative,haha that suck actual mine is wors mine ft math eww
e11ef1c5a1,Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,positive,happi is like pee your pant nobodi can see it but onli you can feel it warm sensat
a3406231ff,"sooo tired, I wish I had time for a nap before work",negative,sooo tire i wish i had time for a nap befor work
5e039b158e,I dont get twitter  Someone help me!,neutral,i dont get twitter someon help me
5cea087bdd, i know u r!  i wont be there til the 6pm service..will u be there?,neutral,i know u r i wont be there til the 6pm servic will u be there
45a5450dee,"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually",positive,top 20 way to go green otjttu thi is pretti help and kinda cool actual
384c73b996,It`s Raining!,neutral,it rain
0903386a1d, not at my workplace.   but a short-sleeved shirt is absolutely necessary today!,neutral,not at my workplac but a shortsleev shirt is absolut necessari today
dd9a08a95a,Cant sleeeeep & i miss my long hairrr,negative,cant sleeeeep i miss my long hairrr
b7f8187109, I want some....LOL  I got the coffee ha ha,neutral,i want some lol i got the coffe ha ha
af7bbb421d,Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where`s the iPhone app & remote ?,positive,final upgrad to spotifi premium exceed my threshold of awesom some time ago now where the iphon app remot
5379466ff5,You should retweet others good tweets at least 10 a day to get involved into things at twitter,positive,you should retweet other good tweet at least 10 a day to get involv into thing at twitter
aca30fe806,And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.,positive,and the sun is back up again could we have more of the kind of weather we had last januari and februari i like jacket
12b7e0b3c5,Recogns he could get his assignments out of the way by June  bring it on,neutral,recogn he could get hi assign out of the way by june bring it on
7013702c92,better get some sleep soon. she has to get up and go to Sunday meetin` so she can pass out invites to her jewelery party.,neutral,better get some sleep soon she ha to get up and go to sunday meetin so she can pa out invit to her jeweleri parti
d845ed6f85, congratulation  about the icehockey victory against switzerland..,positive,congratul about the icehockey victori against switzerland
1688d34a4f, You can go to www.TwitPic.com and log in with your Twitter details to add pics,neutral,you can go to www twitpic com and log in with your twitter detail to add pic
8ec29926f1," hey!  not much, you?",neutral,hey not much you
6b6ab66504,stayn @ home from school. sick. doc says I have bronchitis,negative,stayn home from school sick doc say i have bronchiti
4eb3f15dd4, yummmm make sure u leave some 4 me im home cleaning up working mad hard,negative,yummmm make sure u leav some 4 me im home clean up work mad hard
777e9e8289,says I LOVE YOU MOM  http://plurk.com/p/svm0w,positive,say i love you mom psvm 0w
b7ac42b539," download iEmoticons from the AppStore. 0,79ï¿½. But cool",neutral,download iemoticon from the appstor 079 but cool
9fdfd84b24,Relaxing,positive,relax
3cb7fed999,  hi kendra whats up? follow me,neutral,hi kendra what up follow me
715a6a8caa,relaxing night at home with best people,positive,relax night at home with best peopl
da917eb057,Anyone having twitter issues? It`s eating my tweets.,neutral,anyon have twitter issu it eat my tweet
ab4efd8fbc," i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?",negative,i know i wa on the list but had to miss out bc of conflict plan how did it go
ae4f391493,work is depressing the hell out of me  i want someone to fukin come on holiday with me in august,negative,work is depress the hell out of me i want someon to fukin come on holiday with me in august
d7aa796b47, It is! Wish there was one in our area.,positive,it is wish there wa one in our area
35cace50bf,back at work  its too warm to be in here today!!!,negative,back at work it too warm to be in here today
eb2db2fc0c,"  Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",positive,now there a question for 140 charact one of histori great unansw what if i would say
e5492c0867,"ok, i`m actually going to sleep now =] i`ve been on here only an hour...i tweet far too much already",neutral,ok im actual go to sleep now ive been on here onli an hour i tweet far too much alreadi
936068c18b,  thanks for following!  pretty complicated id you have there lol,neutral,thank for follow pretti complic id you have there lol
1e4465ac6e," ur taking tease lessons from the guys! No fair   LOL, oh well, we`ll wait as patiently as we can!",neutral,ur take teas lesson from the guy no fair lol oh well well wait a patient a we can
e73ed8a847, I miss you too,negative,i miss you too
6ba84dc1a3,going to take my sociology exam   and back to bed,neutral,go to take my sociolog exam and back to bed
00fa03b2d6,going to bed soon,neutral,go to bed soon
8ef0d09de9,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,negative,wow i feel like ish and i realli feel bad becaus those ignor ahol wont overturn prop 8
5ba6a11aa7,_prototype09 no where I`m working for a bit up here,neutral,prototyp 09 no where im work for a bit up here
3d674929d1,This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,positive,thi is go to be a great and product week i can just feel it posit think is the key
